,Country,Lat,Long,Continent,Date,Confirmed,Deaths,Recovery,dTesting,Testing
0,Afghanistan,33.0,65.0,Asia,1/22/20,0,0,0,0.0,0.0
1,Afghanistan,33.0,65.0,Asia,1/23/20,0,0,0,0.0,0.0
2,Afghanistan,33.0,65.0,Asia,1/24/20,0,0,0,0.0,0.0
3,Afghanistan,33.0,65.0,Asia,1/25/20,0,0,0,0.0,0.0
4,Afghanistan,33.0,65.0,Asia,1/26/20,0,0,0,0.0,0.0
5,Afghanistan,33.0,65.0,Asia,1/27/20,0,0,0,0.0,0.0
6,Afghanistan,33.0,65.0,Asia,1/28/20,0,0,0,0.0,0.0
7,Afghanistan,33.0,65.0,Asia,1/29/20,0,0,0,0.0,0.0
8,Afghanistan,33.0,65.0,Asia,1/30/20,0,0,0,0.0,0.0
9,Afghanistan,33.0,65.0,Asia,1/31/20,0,0,0,0.0,0.0
10,Afghanistan,33.0,65.0,Asia,2/1/20,0,0,0,0.0,0.0
11,Afghanistan,33.0,65.0,Asia,2/2/20,0,0,0,0.0,0.0
12,Afghanistan,33.0,65.0,Asia,2/3/20,0,0,0,0.0,0.0
13,Afghanistan,33.0,65.0,Asia,2/4/20,0,0,0,0.0,0.0
14,Afghanistan,33.0,65.0,Asia,2/5/20,0,0,0,0.0,0.0
15,Afghanistan,33.0,65.0,Asia,2/6/20,0,0,0,0.0,0.0
16,Afghanistan,33.0,65.0,Asia,2/7/20,0,0,0,0.0,0.0
17,Afghanistan,33.0,65.0,Asia,2/8/20,0,0,0,0.0,0.0
18,Afghanistan,33.0,65.0,Asia,2/9/20,0,0,0,0.0,0.0
19,Afghanistan,33.0,65.0,Asia,2/10/20,0,0,0,0.0,0.0
20,Afghanistan,33.0,65.0,Asia,2/11/20,0,0,0,0.0,0.0
21,Afghanistan,33.0,65.0,Asia,2/12/20,0,0,0,0.0,0.0
22,Afghanistan,33.0,65.0,Asia,2/13/20,0,0,0,0.0,0.0
23,Afghanistan,33.0,65.0,Asia,2/14/20,0,0,0,0.0,0.0
24,Afghanistan,33.0,65.0,Asia,2/15/20,0,0,0,0.0,0.0
25,Afghanistan,33.0,65.0,Asia,2/16/20,0,0,0,0.0,0.0
26,Afghanistan,33.0,65.0,Asia,2/17/20,0,0,0,0.0,0.0
27,Afghanistan,33.0,65.0,Asia,2/18/20,0,0,0,0.0,0.0
28,Afghanistan,33.0,65.0,Asia,2/19/20,0,0,0,0.0,0.0
29,Afghanistan,33.0,65.0,Asia,2/20/20,0,0,0,0.0,0.0
30,Afghanistan,33.0,65.0,Asia,2/21/20,0,0,0,0.0,0.0
31,Afghanistan,33.0,65.0,Asia,2/22/20,0,0,0,0.0,0.0
32,Afghanistan,33.0,65.0,Asia,2/23/20,0,0,0,0.0,0.0
33,Afghanistan,33.0,65.0,Asia,2/24/20,1,0,0,0.0,1.0
34,Afghanistan,33.0,65.0,Asia,2/25/20,1,0,0,0.0,1.0
35,Afghanistan,33.0,65.0,Asia,2/26/20,1,0,0,0.0,1.0
36,Afghanistan,33.0,65.0,Asia,2/27/20,1,0,0,0.0,1.0
37,Afghanistan,33.0,65.0,Asia,2/28/20,1,0,0,0.0,1.0
38,Afghanistan,33.0,65.0,Asia,2/29/20,1,0,0,0.0,1.0
39,Afghanistan,33.0,65.0,Asia,3/1/20,1,0,0,0.0,1.0
40,Afghanistan,33.0,65.0,Asia,3/2/20,1,0,0,0.0,1.0
41,Afghanistan,33.0,65.0,Asia,3/3/20,1,0,0,0.0,1.0
42,Afghanistan,33.0,65.0,Asia,3/4/20,1,0,0,0.0,1.0
43,Afghanistan,33.0,65.0,Asia,3/5/20,1,0,0,0.0,1.0
44,Afghanistan,33.0,65.0,Asia,3/6/20,1,0,0,0.0,1.0
45,Afghanistan,33.0,65.0,Asia,3/7/20,1,0,0,0.0,1.0
46,Afghanistan,33.0,65.0,Asia,3/8/20,4,0,0,0.0,4.0
47,Afghanistan,33.0,65.0,Asia,3/9/20,4,0,0,0.0,4.0
48,Afghanistan,33.0,65.0,Asia,3/10/20,5,0,0,0.0,5.0
49,Afghanistan,33.0,65.0,Asia,3/11/20,7,0,0,0.0,7.0
50,Afghanistan,33.0,65.0,Asia,3/12/20,7,0,0,0.0,7.0
51,Afghanistan,33.0,65.0,Asia,3/13/20,7,0,0,0.0,7.0
52,Afghanistan,33.0,65.0,Asia,3/14/20,11,0,0,0.0,11.0
53,Afghanistan,33.0,65.0,Asia,3/15/20,16,0,0,0.0,16.0
54,Afghanistan,33.0,65.0,Asia,3/16/20,21,0,1,0.0,21.0
55,Afghanistan,33.0,65.0,Asia,3/17/20,22,0,1,0.0,22.0
56,Afghanistan,33.0,65.0,Asia,3/18/20,22,0,1,0.0,22.0
57,Afghanistan,33.0,65.0,Asia,3/19/20,22,0,1,0.0,22.0
58,Afghanistan,33.0,65.0,Asia,3/20/20,24,0,1,0.0,24.0
59,Afghanistan,33.0,65.0,Asia,3/21/20,24,0,1,0.0,24.0
60,Afghanistan,33.0,65.0,Asia,3/22/20,40,1,1,0.0,40.0
61,Afghanistan,33.0,65.0,Asia,3/23/20,40,1,1,0.0,40.0
62,Afghanistan,33.0,65.0,Asia,3/24/20,74,1,1,0.0,74.0
63,Afghanistan,33.0,65.0,Asia,3/25/20,84,2,2,0.0,84.0
64,Afghanistan,33.0,65.0,Asia,3/26/20,94,4,2,0.0,94.0
65,Afghanistan,33.0,65.0,Asia,3/27/20,110,4,2,0.0,110.0
66,Afghanistan,33.0,65.0,Asia,3/28/20,110,4,2,0.0,110.0
67,Afghanistan,33.0,65.0,Asia,3/29/20,120,4,2,0.0,120.0
68,Afghanistan,33.0,65.0,Asia,3/30/20,170,4,2,0.0,170.0
69,Afghanistan,33.0,65.0,Asia,3/31/20,174,4,5,0.0,174.0
70,Afghanistan,33.0,65.0,Asia,4/1/20,237,4,5,0.0,237.0
71,Afghanistan,33.0,65.0,Asia,4/2/20,273,6,10,0.0,273.0
72,Afghanistan,33.0,65.0,Asia,4/3/20,281,6,10,0.0,281.0
73,Afghanistan,33.0,65.0,Asia,4/4/20,299,7,10,0.0,299.0
74,Afghanistan,33.0,65.0,Asia,4/5/20,349,7,15,0.0,349.0
75,Afghanistan,33.0,65.0,Asia,4/6/20,367,11,18,0.0,367.0
76,Afghanistan,33.0,65.0,Asia,4/7/20,423,14,18,0.0,423.0
77,Afghanistan,33.0,65.0,Asia,4/8/20,444,14,29,0.0,444.0
78,Afghanistan,33.0,65.0,Asia,4/9/20,484,15,32,0.0,484.0
79,Afghanistan,33.0,65.0,Asia,4/10/20,521,15,32,0.0,521.0
80,Afghanistan,33.0,65.0,Asia,4/11/20,555,18,32,0.0,555.0
81,Afghanistan,33.0,65.0,Asia,4/12/20,607,18,32,0.0,607.0
82,Afghanistan,33.0,65.0,Asia,4/13/20,665,21,32,0.0,665.0
83,Afghanistan,33.0,65.0,Asia,4/14/20,714,23,40,0.0,714.0
84,Afghanistan,33.0,65.0,Asia,4/15/20,784,25,43,0.0,784.0
85,Afghanistan,33.0,65.0,Asia,4/16/20,840,30,54,0.0,840.0
86,Afghanistan,33.0,65.0,Asia,4/17/20,906,30,99,0.0,906.0
87,Afghanistan,33.0,65.0,Asia,4/18/20,933,30,112,0.0,933.0
88,Afghanistan,33.0,65.0,Asia,4/19/20,996,33,131,0.0,996.0
89,Afghanistan,33.0,65.0,Asia,4/20/20,1026,36,135,0.0,1026.0
90,Afghanistan,33.0,65.0,Asia,4/21/20,1092,36,150,0.0,1092.0
91,Afghanistan,33.0,65.0,Asia,4/22/20,1176,40,166,0.0,1176.0
92,Afghanistan,33.0,65.0,Asia,4/23/20,1279,42,179,0.0,1279.0
93,Afghanistan,33.0,65.0,Asia,4/24/20,1351,43,188,0.0,1351.0
94,Afghanistan,33.0,65.0,Asia,4/25/20,1463,47,188,0.0,1463.0
95,Afghanistan,33.0,65.0,Asia,4/26/20,1531,50,207,0.0,1531.0
96,Afghanistan,33.0,65.0,Asia,4/27/20,1703,57,220,0.0,1703.0
97,Afghanistan,33.0,65.0,Asia,4/28/20,1828,58,228,0.0,1828.0
98,Afghanistan,33.0,65.0,Asia,4/29/20,1939,60,252,0.0,1939.0
99,Afghanistan,33.0,65.0,Asia,4/30/20,2171,64,260,0.0,2171.0
100,Afghanistan,33.0,65.0,Asia,5/1/20,2335,68,310,0.0,2335.0
101,Afghanistan,33.0,65.0,Asia,5/2/20,2469,72,331,0.0,2469.0
102,Afghanistan,33.0,65.0,Asia,5/3/20,2704,85,345,0.0,2704.0
103,Afghanistan,33.0,65.0,Asia,5/4/20,2894,90,397,0.0,2894.0
104,Afghanistan,33.0,65.0,Asia,5/5/20,3224,95,421,0.0,3224.0
105,Afghanistan,33.0,65.0,Asia,5/6/20,3392,104,458,0.0,3392.0
106,Afghanistan,33.0,65.0,Asia,5/7/20,3563,106,468,0.0,3563.0
107,Afghanistan,33.0,65.0,Asia,5/8/20,3778,109,472,0.0,3778.0
108,Afghanistan,33.0,65.0,Asia,5/9/20,4033,115,502,0.0,4033.0
109,Afghanistan,33.0,65.0,Asia,5/10/20,4402,120,558,0.0,4402.0
110,Afghanistan,33.0,65.0,Asia,5/11/20,4687,122,558,0.0,4687.0
111,Afghanistan,33.0,65.0,Asia,5/12/20,4963,127,610,0.0,4963.0
112,Afghanistan,33.0,65.0,Asia,5/13/20,5226,132,648,0.0,5226.0
113,Afghanistan,33.0,65.0,Asia,5/14/20,5639,136,691,0.0,5639.0
114,Afghanistan,33.0,65.0,Asia,5/15/20,6053,153,745,0.0,6053.0
115,Afghanistan,33.0,65.0,Asia,5/16/20,6402,168,745,0.0,6402.0
116,Afghanistan,33.0,65.0,Asia,5/17/20,6664,169,778,0.0,6664.0
117,Afghanistan,33.0,65.0,Asia,5/18/20,7072,173,801,0.0,7072.0
118,Afghanistan,33.0,65.0,Asia,5/19/20,7653,178,850,0.0,7653.0
119,Afghanistan,33.0,65.0,Asia,5/20/20,8145,187,930,0.0,8145.0
120,Afghanistan,33.0,65.0,Asia,5/21/20,8676,193,938,0.0,8676.0
121,Afghanistan,33.0,65.0,Asia,5/22/20,9216,205,996,0.0,9216.0
122,Afghanistan,33.0,65.0,Asia,5/23/20,9998,216,1040,0.0,9998.0
123,Afghanistan,33.0,65.0,Asia,5/24/20,10582,218,1075,0.0,10582.0
124,Afghanistan,33.0,65.0,Asia,5/25/20,11173,219,1097,0.0,11173.0
125,Afghanistan,33.0,65.0,Asia,5/26/20,11831,220,1128,0.0,11831.0
126,Afghanistan,33.0,65.0,Asia,5/27/20,12456,227,1138,0.0,12456.0
127,Afghanistan,33.0,65.0,Asia,5/28/20,13036,235,1209,0.0,13036.0
128,Afghanistan,33.0,65.0,Asia,5/29/20,13659,246,1259,0.0,13659.0
129,Afghanistan,33.0,65.0,Asia,5/30/20,14525,249,1303,0.0,14525.0
130,Afghanistan,33.0,65.0,Asia,5/31/20,15205,257,1328,0.0,15205.0
131,Afghanistan,33.0,65.0,Asia,6/1/20,15750,265,1428,0.0,15750.0
132,Afghanistan,33.0,65.0,Asia,6/2/20,16509,270,1450,0.0,16509.0
133,Afghanistan,33.0,65.0,Asia,6/3/20,17267,294,1522,0.0,17267.0
134,Afghanistan,33.0,65.0,Asia,6/4/20,18054,300,1585,0.0,18054.0
135,Afghanistan,33.0,65.0,Asia,6/5/20,18969,309,1762,0.0,18969.0
136,Afghanistan,33.0,65.0,Asia,6/6/20,19551,327,1830,0.0,19551.0
137,Afghanistan,33.0,65.0,Asia,6/7/20,20342,357,1875,0.0,20342.0
138,Afghanistan,33.0,65.0,Asia,6/8/20,20917,369,2171,0.0,20917.0
139,Afghanistan,33.0,65.0,Asia,6/9/20,21459,384,2651,0.0,21459.0
140,Afghanistan,33.0,65.0,Asia,6/10/20,22142,405,3013,0.0,22142.0
141,Afghanistan,33.0,65.0,Asia,6/11/20,22890,426,3326,0.0,22890.0
142,Afghanistan,33.0,65.0,Asia,6/12/20,23546,446,3928,0.0,23546.0
143,Afghanistan,33.0,65.0,Asia,6/13/20,24102,451,4201,0.0,24102.0
144,Afghanistan,33.0,65.0,Asia,6/14/20,24766,471,4725,0.0,24766.0
145,Afghanistan,33.0,65.0,Asia,6/15/20,25527,478,5164,0.0,25527.0
146,Afghanistan,33.0,65.0,Asia,6/16/20,26310,491,5508,0.0,26310.0
147,Afghanistan,33.0,65.0,Asia,6/17/20,26874,504,6158,0.0,26874.0
148,Albania,41.1533,20.1683,Europe,1/22/20,0,0,0,0.0,0.0
149,Albania,41.1533,20.1683,Europe,1/23/20,0,0,0,0.0,0.0
150,Albania,41.1533,20.1683,Europe,1/24/20,0,0,0,0.0,0.0
151,Albania,41.1533,20.1683,Europe,1/25/20,0,0,0,0.0,0.0
152,Albania,41.1533,20.1683,Europe,1/26/20,0,0,0,0.0,0.0
153,Albania,41.1533,20.1683,Europe,1/27/20,0,0,0,0.0,0.0
154,Albania,41.1533,20.1683,Europe,1/28/20,0,0,0,0.0,0.0
155,Albania,41.1533,20.1683,Europe,1/29/20,0,0,0,0.0,0.0
156,Albania,41.1533,20.1683,Europe,1/30/20,0,0,0,0.0,0.0
157,Albania,41.1533,20.1683,Europe,1/31/20,0,0,0,0.0,0.0
158,Albania,41.1533,20.1683,Europe,2/1/20,0,0,0,0.0,0.0
159,Albania,41.1533,20.1683,Europe,2/2/20,0,0,0,0.0,0.0
160,Albania,41.1533,20.1683,Europe,2/3/20,0,0,0,0.0,0.0
161,Albania,41.1533,20.1683,Europe,2/4/20,0,0,0,0.0,0.0
162,Albania,41.1533,20.1683,Europe,2/5/20,0,0,0,0.0,0.0
163,Albania,41.1533,20.1683,Europe,2/6/20,0,0,0,0.0,0.0
164,Albania,41.1533,20.1683,Europe,2/7/20,0,0,0,0.0,0.0
165,Albania,41.1533,20.1683,Europe,2/8/20,0,0,0,0.0,0.0
166,Albania,41.1533,20.1683,Europe,2/9/20,0,0,0,0.0,0.0
167,Albania,41.1533,20.1683,Europe,2/10/20,0,0,0,0.0,0.0
168,Albania,41.1533,20.1683,Europe,2/11/20,0,0,0,0.0,0.0
169,Albania,41.1533,20.1683,Europe,2/12/20,0,0,0,0.0,0.0
170,Albania,41.1533,20.1683,Europe,2/13/20,0,0,0,0.0,0.0
171,Albania,41.1533,20.1683,Europe,2/14/20,0,0,0,0.0,0.0
172,Albania,41.1533,20.1683,Europe,2/15/20,0,0,0,0.0,0.0
173,Albania,41.1533,20.1683,Europe,2/16/20,0,0,0,0.0,0.0
174,Albania,41.1533,20.1683,Europe,2/17/20,0,0,0,0.0,0.0
175,Albania,41.1533,20.1683,Europe,2/18/20,0,0,0,0.0,0.0
176,Albania,41.1533,20.1683,Europe,2/19/20,0,0,0,0.0,0.0
177,Albania,41.1533,20.1683,Europe,2/20/20,0,0,0,0.0,0.0
178,Albania,41.1533,20.1683,Europe,2/21/20,0,0,0,0.0,0.0
179,Albania,41.1533,20.1683,Europe,2/22/20,0,0,0,0.0,0.0
180,Albania,41.1533,20.1683,Europe,2/23/20,0,0,0,0.0,0.0
181,Albania,41.1533,20.1683,Europe,2/24/20,0,0,0,0.0,0.0
182,Albania,41.1533,20.1683,Europe,2/25/20,0,0,0,0.0,0.0
183,Albania,41.1533,20.1683,Europe,2/26/20,0,0,0,0.0,0.0
184,Albania,41.1533,20.1683,Europe,2/27/20,0,0,0,0.0,0.0
185,Albania,41.1533,20.1683,Europe,2/28/20,0,0,0,0.0,0.0
186,Albania,41.1533,20.1683,Europe,2/29/20,0,0,0,0.0,0.0
187,Albania,41.1533,20.1683,Europe,3/1/20,0,0,0,0.0,0.0
188,Albania,41.1533,20.1683,Europe,3/2/20,0,0,0,0.0,0.0
189,Albania,41.1533,20.1683,Europe,3/3/20,0,0,0,0.0,0.0
190,Albania,41.1533,20.1683,Europe,3/4/20,0,0,0,0.0,0.0
191,Albania,41.1533,20.1683,Europe,3/5/20,0,0,0,0.0,0.0
192,Albania,41.1533,20.1683,Europe,3/6/20,0,0,0,0.0,0.0
193,Albania,41.1533,20.1683,Europe,3/7/20,0,0,0,0.0,0.0
194,Albania,41.1533,20.1683,Europe,3/8/20,0,0,0,0.0,0.0
195,Albania,41.1533,20.1683,Europe,3/9/20,2,0,0,0.0,2.0
196,Albania,41.1533,20.1683,Europe,3/10/20,10,0,0,0.0,10.0
197,Albania,41.1533,20.1683,Europe,3/11/20,12,1,0,0.0,12.0
198,Albania,41.1533,20.1683,Europe,3/12/20,23,1,0,0.0,23.0
199,Albania,41.1533,20.1683,Europe,3/13/20,33,1,0,0.0,33.0
200,Albania,41.1533,20.1683,Europe,3/14/20,38,1,0,0.0,38.0
201,Albania,41.1533,20.1683,Europe,3/15/20,42,1,0,0.0,42.0
202,Albania,41.1533,20.1683,Europe,3/16/20,51,1,0,0.0,51.0
203,Albania,41.1533,20.1683,Europe,3/17/20,55,1,0,0.0,55.0
204,Albania,41.1533,20.1683,Europe,3/18/20,59,2,0,0.0,59.0
205,Albania,41.1533,20.1683,Europe,3/19/20,64,2,0,0.0,64.0
206,Albania,41.1533,20.1683,Europe,3/20/20,70,2,0,0.0,70.0
207,Albania,41.1533,20.1683,Europe,3/21/20,76,2,2,0.0,76.0
208,Albania,41.1533,20.1683,Europe,3/22/20,89,2,2,0.0,89.0
209,Albania,41.1533,20.1683,Europe,3/23/20,104,4,2,0.0,104.0
210,Albania,41.1533,20.1683,Europe,3/24/20,123,5,10,0.0,123.0
211,Albania,41.1533,20.1683,Europe,3/25/20,146,5,17,0.0,146.0
212,Albania,41.1533,20.1683,Europe,3/26/20,174,6,17,0.0,174.0
213,Albania,41.1533,20.1683,Europe,3/27/20,186,8,31,0.0,186.0
214,Albania,41.1533,20.1683,Europe,3/28/20,197,10,31,0.0,197.0
215,Albania,41.1533,20.1683,Europe,3/29/20,212,10,33,0.0,212.0
216,Albania,41.1533,20.1683,Europe,3/30/20,223,11,44,0.0,223.0
217,Albania,41.1533,20.1683,Europe,3/31/20,243,15,52,0.0,243.0
218,Albania,41.1533,20.1683,Europe,4/1/20,259,15,67,0.0,259.0
219,Albania,41.1533,20.1683,Europe,4/2/20,277,16,76,0.0,277.0
220,Albania,41.1533,20.1683,Europe,4/3/20,304,17,89,0.0,304.0
221,Albania,41.1533,20.1683,Europe,4/4/20,333,20,99,0.0,333.0
222,Albania,41.1533,20.1683,Europe,4/5/20,361,20,104,0.0,361.0
223,Albania,41.1533,20.1683,Europe,4/6/20,377,21,116,0.0,377.0
224,Albania,41.1533,20.1683,Europe,4/7/20,383,22,131,0.0,383.0
225,Albania,41.1533,20.1683,Europe,4/8/20,400,22,154,0.0,400.0
226,Albania,41.1533,20.1683,Europe,4/9/20,409,23,165,0.0,409.0
227,Albania,41.1533,20.1683,Europe,4/10/20,416,23,182,0.0,416.0
228,Albania,41.1533,20.1683,Europe,4/11/20,433,23,197,0.0,433.0
229,Albania,41.1533,20.1683,Europe,4/12/20,446,23,217,0.0,446.0
230,Albania,41.1533,20.1683,Europe,4/13/20,467,23,232,0.0,467.0
231,Albania,41.1533,20.1683,Europe,4/14/20,475,24,248,0.0,475.0
232,Albania,41.1533,20.1683,Europe,4/15/20,494,25,251,0.0,494.0
233,Albania,41.1533,20.1683,Europe,4/16/20,518,26,277,0.0,518.0
234,Albania,41.1533,20.1683,Europe,4/17/20,539,26,283,0.0,539.0
235,Albania,41.1533,20.1683,Europe,4/18/20,548,26,302,0.0,548.0
236,Albania,41.1533,20.1683,Europe,4/19/20,562,26,314,0.0,562.0
237,Albania,41.1533,20.1683,Europe,4/20/20,584,26,327,0.0,584.0
238,Albania,41.1533,20.1683,Europe,4/21/20,609,26,345,0.0,609.0
239,Albania,41.1533,20.1683,Europe,4/22/20,634,27,356,0.0,634.0
240,Albania,41.1533,20.1683,Europe,4/23/20,663,27,385,0.0,663.0
241,Albania,41.1533,20.1683,Europe,4/24/20,678,27,394,0.0,678.0
242,Albania,41.1533,20.1683,Europe,4/25/20,712,27,403,0.0,712.0
243,Albania,41.1533,20.1683,Europe,4/26/20,726,28,410,0.0,726.0
244,Albania,41.1533,20.1683,Europe,4/27/20,736,28,422,0.0,736.0
245,Albania,41.1533,20.1683,Europe,4/28/20,750,30,431,0.0,750.0
246,Albania,41.1533,20.1683,Europe,4/29/20,766,30,455,0.0,766.0
247,Albania,41.1533,20.1683,Europe,4/30/20,773,31,470,0.0,773.0
248,Albania,41.1533,20.1683,Europe,5/1/20,782,31,488,0.0,782.0
249,Albania,41.1533,20.1683,Europe,5/2/20,789,31,519,0.0,789.0
250,Albania,41.1533,20.1683,Europe,5/3/20,795,31,531,0.0,795.0
251,Albania,41.1533,20.1683,Europe,5/4/20,803,31,543,0.0,803.0
252,Albania,41.1533,20.1683,Europe,5/5/20,820,31,570,0.0,820.0
253,Albania,41.1533,20.1683,Europe,5/6/20,832,31,595,0.0,832.0
254,Albania,41.1533,20.1683,Europe,5/7/20,842,31,605,0.0,842.0
255,Albania,41.1533,20.1683,Europe,5/8/20,850,31,620,0.0,850.0
256,Albania,41.1533,20.1683,Europe,5/9/20,856,31,627,0.0,856.0
257,Albania,41.1533,20.1683,Europe,5/10/20,868,31,650,0.0,868.0
258,Albania,41.1533,20.1683,Europe,5/11/20,872,31,654,0.0,872.0
259,Albania,41.1533,20.1683,Europe,5/12/20,876,31,682,0.0,876.0
260,Albania,41.1533,20.1683,Europe,5/13/20,880,31,688,0.0,880.0
261,Albania,41.1533,20.1683,Europe,5/14/20,898,31,694,0.0,898.0
262,Albania,41.1533,20.1683,Europe,5/15/20,916,31,705,0.0,916.0
263,Albania,41.1533,20.1683,Europe,5/16/20,933,31,714,0.0,933.0
264,Albania,41.1533,20.1683,Europe,5/17/20,946,31,715,0.0,946.0
265,Albania,41.1533,20.1683,Europe,5/18/20,948,31,727,0.0,948.0
266,Albania,41.1533,20.1683,Europe,5/19/20,949,31,742,0.0,949.0
267,Albania,41.1533,20.1683,Europe,5/20/20,964,31,758,0.0,964.0
268,Albania,41.1533,20.1683,Europe,5/21/20,969,31,771,0.0,969.0
269,Albania,41.1533,20.1683,Europe,5/22/20,981,31,777,0.0,981.0
270,Albania,41.1533,20.1683,Europe,5/23/20,989,31,783,0.0,989.0
271,Albania,41.1533,20.1683,Europe,5/24/20,998,32,789,0.0,998.0
272,Albania,41.1533,20.1683,Europe,5/25/20,1004,32,795,0.0,1004.0
273,Albania,41.1533,20.1683,Europe,5/26/20,1029,33,803,0.0,1029.0
274,Albania,41.1533,20.1683,Europe,5/27/20,1050,33,812,0.0,1050.0
275,Albania,41.1533,20.1683,Europe,5/28/20,1076,33,823,0.0,1076.0
276,Albania,41.1533,20.1683,Europe,5/29/20,1099,33,851,0.0,1099.0
277,Albania,41.1533,20.1683,Europe,5/30/20,1122,33,857,0.0,1122.0
278,Albania,41.1533,20.1683,Europe,5/31/20,1137,33,872,0.0,1137.0
279,Albania,41.1533,20.1683,Europe,6/1/20,1143,33,877,0.0,1143.0
280,Albania,41.1533,20.1683,Europe,6/2/20,1164,33,891,0.0,1164.0
281,Albania,41.1533,20.1683,Europe,6/3/20,1184,33,898,0.0,1184.0
282,Albania,41.1533,20.1683,Europe,6/4/20,1197,33,898,0.0,1197.0
283,Albania,41.1533,20.1683,Europe,6/5/20,1212,33,910,0.0,1212.0
284,Albania,41.1533,20.1683,Europe,6/6/20,1232,34,925,0.0,1232.0
285,Albania,41.1533,20.1683,Europe,6/7/20,1246,34,938,0.0,1246.0
286,Albania,41.1533,20.1683,Europe,6/8/20,1263,34,945,0.0,1263.0
287,Albania,41.1533,20.1683,Europe,6/9/20,1299,34,960,0.0,1299.0
288,Albania,41.1533,20.1683,Europe,6/10/20,1341,34,980,0.0,1341.0
289,Albania,41.1533,20.1683,Europe,6/11/20,1385,35,1001,0.0,1385.0
290,Albania,41.1533,20.1683,Europe,6/12/20,1416,36,1034,0.0,1416.0
291,Albania,41.1533,20.1683,Europe,6/13/20,1464,36,1039,0.0,1464.0
292,Albania,41.1533,20.1683,Europe,6/14/20,1521,36,1044,0.0,1521.0
293,Albania,41.1533,20.1683,Europe,6/15/20,1590,36,1055,0.0,1590.0
294,Albania,41.1533,20.1683,Europe,6/16/20,1672,37,1064,0.0,1672.0
295,Albania,41.1533,20.1683,Europe,6/17/20,1722,38,1077,0.0,1722.0
296,Algeria,28.0339,1.6596,Africa,1/22/20,0,0,0,0.0,0.0
297,Algeria,28.0339,1.6596,Africa,1/23/20,0,0,0,0.0,0.0
298,Algeria,28.0339,1.6596,Africa,1/24/20,0,0,0,0.0,0.0
299,Algeria,28.0339,1.6596,Africa,1/25/20,0,0,0,0.0,0.0
300,Algeria,28.0339,1.6596,Africa,1/26/20,0,0,0,0.0,0.0
301,Algeria,28.0339,1.6596,Africa,1/27/20,0,0,0,0.0,0.0
302,Algeria,28.0339,1.6596,Africa,1/28/20,0,0,0,0.0,0.0
303,Algeria,28.0339,1.6596,Africa,1/29/20,0,0,0,0.0,0.0
304,Algeria,28.0339,1.6596,Africa,1/30/20,0,0,0,0.0,0.0
305,Algeria,28.0339,1.6596,Africa,1/31/20,0,0,0,0.0,0.0
306,Algeria,28.0339,1.6596,Africa,2/1/20,0,0,0,0.0,0.0
307,Algeria,28.0339,1.6596,Africa,2/2/20,0,0,0,0.0,0.0
308,Algeria,28.0339,1.6596,Africa,2/3/20,0,0,0,0.0,0.0
309,Algeria,28.0339,1.6596,Africa,2/4/20,0,0,0,0.0,0.0
310,Algeria,28.0339,1.6596,Africa,2/5/20,0,0,0,0.0,0.0
311,Algeria,28.0339,1.6596,Africa,2/6/20,0,0,0,0.0,0.0
312,Algeria,28.0339,1.6596,Africa,2/7/20,0,0,0,0.0,0.0
313,Algeria,28.0339,1.6596,Africa,2/8/20,0,0,0,0.0,0.0
314,Algeria,28.0339,1.6596,Africa,2/9/20,0,0,0,0.0,0.0
315,Algeria,28.0339,1.6596,Africa,2/10/20,0,0,0,0.0,0.0
316,Algeria,28.0339,1.6596,Africa,2/11/20,0,0,0,0.0,0.0
317,Algeria,28.0339,1.6596,Africa,2/12/20,0,0,0,0.0,0.0
318,Algeria,28.0339,1.6596,Africa,2/13/20,0,0,0,0.0,0.0
319,Algeria,28.0339,1.6596,Africa,2/14/20,0,0,0,0.0,0.0
320,Algeria,28.0339,1.6596,Africa,2/15/20,0,0,0,0.0,0.0
321,Algeria,28.0339,1.6596,Africa,2/16/20,0,0,0,0.0,0.0
322,Algeria,28.0339,1.6596,Africa,2/17/20,0,0,0,0.0,0.0
323,Algeria,28.0339,1.6596,Africa,2/18/20,0,0,0,0.0,0.0
324,Algeria,28.0339,1.6596,Africa,2/19/20,0,0,0,0.0,0.0
325,Algeria,28.0339,1.6596,Africa,2/20/20,0,0,0,0.0,0.0
326,Algeria,28.0339,1.6596,Africa,2/21/20,0,0,0,0.0,0.0
327,Algeria,28.0339,1.6596,Africa,2/22/20,0,0,0,0.0,0.0
328,Algeria,28.0339,1.6596,Africa,2/23/20,0,0,0,0.0,0.0
329,Algeria,28.0339,1.6596,Africa,2/24/20,0,0,0,0.0,0.0
330,Algeria,28.0339,1.6596,Africa,2/25/20,1,0,0,0.0,1.0
331,Algeria,28.0339,1.6596,Africa,2/26/20,1,0,0,0.0,1.0
332,Algeria,28.0339,1.6596,Africa,2/27/20,1,0,0,0.0,1.0
333,Algeria,28.0339,1.6596,Africa,2/28/20,1,0,0,0.0,1.0
334,Algeria,28.0339,1.6596,Africa,2/29/20,1,0,0,0.0,1.0
335,Algeria,28.0339,1.6596,Africa,3/1/20,1,0,0,0.0,1.0
336,Algeria,28.0339,1.6596,Africa,3/2/20,3,0,0,0.0,3.0
337,Algeria,28.0339,1.6596,Africa,3/3/20,5,0,0,0.0,5.0
338,Algeria,28.0339,1.6596,Africa,3/4/20,12,0,0,0.0,12.0
